,productLink,actualPrice,suggPrice,numReviews,avgRating,questions,answers,brand,producedIn,productCategory
1477,https://www.surlatable.com/product/PRO-3659067/Revol+Les+Naturels+Pie+Dish,59.95,0.0,0.0,0.0,1,2,: Revol,France,Bakeware
1478,https://www.surlatable.com/product/PRO-2747905/Sur+La+Table+Standard+Bake+Cups,3.99,6.0,1.0,5.0,2,10,: Sur La Table,USA exclusively for Sur La Table,Bakeware
1479,https://www.surlatable.com/product/PRO-651885/Le+Creuset+Silicone+Pastry+Brush,10.00,0.0,7.0,4.857142857142857,3,51,: Le Creuset,China,Bakeware
1480,https://www.surlatable.com/product/PRO-3239217/OXO+Multi+Measurement+Cup,13.00,0.0,0.0,0.0,1,3,: OXO,China,Kitchen Tools
1481,https://www.surlatable.com/product/PRO-1623230/Hario+Pourover+Scale+with+Timer,63.00,0.0,0.0,0.0,1,3,: Hario,China,Kitchen Tools
1482,https://www.surlatable.com/product/PRO-3664828/Sur+La+Table+Stainless+Steel+2-Cup+Measuring+Cup,8.95,0.0,7.0,5.0,3,54,: Sur La Table,China exclusively for Sur La Table,Kitchen Tools
1483,https://www.surlatable.com/product/PRO-2034932/Red+Measuring+Spoons+Set+of+4,6.00,0.0,2.0,4.0,1,8,: Sur La Table,China,Kitchen Tools
1484,https://www.surlatable.com/product/PRO-674432/Sur+La+Table+Stainless+Steel+Fluted+Biscuit+Cutters,,,,,,,,,
1485,https://www.surlatable.com/product/PRO-1271089/Le+Creuset+Heritage+Tarte+Tatin+Dish,129.95,170.0,3.0,5.0,3,11,: Le Creuset,France,Bakeware
1486,https://www.surlatable.com/product/PRO-2748119/Baked+by+FireKing+Measuring+Glass,4.95,0.0,1.0,5.0,2,32,: Baked by FireKing,USA,Kitchen Tools
1487,https://www.surlatable.com/product/PRO-3332616/Sur+La+Table+Odd-Size+Measuring+Spoons,16.95,0.0,5.0,4.4,1,50,: Sur La Table,China exclusively for Sur La Table,Kitchen Tools
1488,https://www.surlatable.com/product/PRO-674424/Sur+La+Table+Stainless+Steel+Round+Biscuit+Cutters,,,,,,,,,
1489,https://www.surlatable.com/product/PRO-183152/Ateco+Lattice+Cutter,,,,,,,,,
1490,https://www.surlatable.com/product/PRO-588269/Nordic+Ware+Bundt+Cake+Thermometer,,,,,,,,,
1491,https://www.surlatable.com/product/PRO-3332590/Sur+La+Table+Stainless+Steel+Measuring+Cups+and+Spoons,34.95,0.0,0.0,0.0,2,20,: Sur La Table,China exclusively for Sur La Table,Kitchen Tools
1492,https://www.surlatable.com/product/PRO-1909605/Staub+Ceramic+Prep+Bowls+Set+of+2,19.95,30.0,1.0,5.0,1,26,: Staub,China,Kitchen Tools
1493,https://www.surlatable.com/product/PRO-14909/Round+Paper+Baking+Mold+Panettone,,,,,,,,,
1494,https://www.surlatable.com/product/PRO-703140/Gobel+Tinned+Steel+Tartlets,,,,,,,,,
1495,https://www.surlatable.com/product/PRO-4136057/Taylor+Retro+Food+Scale,29.95,0.0,0.0,0.0,2,9,: Taylor,China,Kitchen Tools
1496,https://www.surlatable.com/product/PRO-3422326/Zassenhaus+Retro+Kitchen+Scale,44.95,0.0,0.0,0.0,1,1,: Zassenhaus,China,Kitchen Tools
1497,https://www.surlatable.com/product/PRO-3235272/Sur+La+Table+Pie+Crust+Cutters,8.96,15.0,2.0,3.5,2,17,: Sur La Table,China exclusively for Sur La Table,Bakeware
1498,https://www.surlatable.com/product/PRO-1836311/PaperChef+Parchment+Paper+Rolls,12.95,0.0,0.0,0.0,3,40,: PaperChef,France,Bakeware
1499,https://www.surlatable.com/product/PRO-3332640/Sur+La+Table+Stainless+Steel+Measuring+Scoops,4.95,0.0,6.0,3.6666666666666665,1,11,: Sur La Table,China exclusively for Sur La Table,Kitchen Tools
1500,https://www.surlatable.com/product/PRO-2296937/Nordic+Ware+Lattice+and+Hearts+Pie+Cutter,14.00,0.0,0.0,0.0,1,7,: Nordic Ware,USA,Bakeware
1501,https://www.surlatable.com/product/PRO-1678911/OXO+Bakers+Dusting+Wand,9.95,0.0,5.0,5.0,1,35,: OXO,China,Bakeware
1502,https://www.surlatable.com/product/PRO-3975919/Le+Creuset+Heritage+Pie+Dish,15.95,0.0,1.0,5.0,1,8,: Le Creuset,Thailand or China,Bakeware
1503,https://www.surlatable.com/product/PRO-2923589/Teak+Pinch+Bowls,35.00,0.0,0.0,0.0,1,6,: Sur La Table,Thailand,Kitchen Tools
1504,https://www.surlatable.com/product/PRO-1016906/Sur+La+Table+Plastic+Dough+Scraper,7.95,0.0,5.0,3.8,3,39,: Tovolo for Sur La Table,China,Bakeware
1505,https://www.surlatable.com/product/PRO-1432392/Sur+La+Table+Batter+Bowl+with+Lid,25.00,0.0,6.0,5.0,13,87,: Sur La Table,China,Kitchen Tools
1506,https://www.surlatable.com/product/PRO-1953587/Emile+Henry+Modern+Classics+Pie+Dish,29.96,44.95,30.0,4.833333333333333,6,59,: Emile Henry,France,Bakeware
1507,https://www.surlatable.com/product/PRO-3659083/Revol+Les+Naturels+Tart+Pans,,,,,,,,,
1508,https://www.surlatable.com/product/PRO-2855575/USA+Pan+Pie+Pan,14.00,0.0,0.0,0.0,2,4,: USA Pan,the USA,Bakeware
1509,https://www.surlatable.com/product/PRO-3842028/Emile+Henry+Modern+Classics+Rectangular+Tart+Dish,34.95,0.0,1.0,5.0,3,6,: Emile Henry,France,Bakeware
1510,https://www.surlatable.com/product/PRO-703348/Gobel+Deep+Tart+Pan,,,,,,,,,
1511,https://www.surlatable.com/product/PRO-2809382/Nordic+Ware+Decorative+Bakers+Twine,12.00,0.0,0.0,0.0,1,6,": Nordic Ware® /li&gt;
",China,Bakeware
1512,https://www.surlatable.com/product/PRO-3501129/All+Clad+Stainless+Steel+Measuring+Cups,50.00,0.0,0.0,0.0,3,14,: All-Clad,China,Kitchen Tools
1513,https://www.surlatable.com/product/PRO-535591/Sur+La+Table+Marble+Pastry+Board,,,,,,,,,
1514,https://www.surlatable.com/product/PRO-2748028/Sur+La+Table+Mini+Bake+Cups,6.00,0.0,0.0,0.0,1,4,: Sur La Table,Sweden exclusively for Sur La Table,Bakeware
1515,https://www.surlatable.com/product/PRO-3332582/Sur+La+Table+Stainless+Steel+Measuring+Cups,49.95,0.0,14.0,5.0,7,82,: Sur La Table,China exclusively for Sur La Table,Kitchen Tools
1516,https://www.surlatable.com/product/PRO-1669498/OXO+Good+Grips+Healthy+Portions+Scale,13.00,0.0,0.0,0.0,2,19,: OXO,China,Kitchen Tools
1517,https://www.surlatable.com/product/PRO-610972/Ateco+Natural+Boar+Bristle+Round+Pastry+Brush,19.95,0.0,1.0,5.0,2,12,: Ateco,,Bakeware
1518,https://www.surlatable.com/product/PRO-3842838/Mason+Cash+Mixing+Bowl+Powder+Blue,46.00,0.0,1.0,5.0,3,8,: Mason Cash,Portugal,Kitchen Tools
1519,https://www.surlatable.com/product/PRO-2210557/Drop+Kitchen+Connected+Scale,79.95,0.0,0.0,0.0,2,2,: Drop,China,Kitchen Tools
1520,https://www.surlatable.com/product/PRO-192823/Duralex+Lys+Clear+Stackable+Bowls,1.95,0.0,37.0,4.837837837837838,14,87,: Duralex,France,Kitchen Tools
1521,https://www.surlatable.com/product/PRO-3660164/Emile+Henry+Round+Baking+Dish,49.95,0.0,0.0,0.0,1,1,: Emile Henry,France,Bakeware
1522,https://www.surlatable.com/product/PRO-3332566/Sur+La+Table+Stainless+Steel+Measuring+Cups,24.95,0.0,0.0,0.0,1,15,: Sur La Table,China exclusively for Sur La Table,Kitchen Tools
1523,https://www.surlatable.com/product/PRO-1907971/Staub+Pie+Dish,29.95,45.0,12.0,4.083333333333333,3,66,: Staub,China,Bakeware
1524,https://www.surlatable.com/product/PRO-2817500/USA+Pan+Mini+Fluted+Tart+Pan,23.00,0.0,0.0,0.0,2,2,: USA Pan,the USA,Bakeware
1525,https://www.surlatable.com/product/PRO-2697092/Wilton+Multi-Colored+Bake+Cups,10.00,0.0,0.0,0.0,1,4,: Wilton,China,Bakeware
1526,https://www.surlatable.com/product/PRO-183236/OXO+5+lb+Scale+with+Pull+Out+Display,,,,,,,,,
1527,https://www.surlatable.com/product/PRO-4638110/Verve+Culture+Tortilleria+Kit,45.00,0.0,1.0,5.0,2,6,: Verve Culture,Mexico,Outdoor
1528,https://www.surlatable.com/product/PRO-2296960/Nordic+Ware+6-Piece+Covered+Bowl+Set,40.00,0.0,2.0,3.0,1,23,: Nordic Ware,USA,Kitchen Tools
1529,https://www.surlatable.com/product/PRO-2188431/Pyrex+8-Cup+Measuring+Cup+with+Lid,19.00,0.0,3.0,4.333333333333333,2,32,: Pyrex,USA,Kitchen Tools
