,actualPrice,suggPrice,numReviews,avgRating,questions,answers,brand,productCategory,priceDiff,percentSaved,answersPerQuestion,market,sku
431,129.96,179.95,2.0,5.0,1.0,20.0,emile henry,Specialty Cookware,49.98999999999998,0.2777993887190885,20.0,France,325347
432,79.95,115.0,1.0,5.0,2.0,33.0,scanpan,Specialty Cookware,35.05,0.30478260869565216,16.5,Other EMEA,3497799
433,49.96,82.0,43.0,4.674418604651163,21.0,127.0,demeyere,Specialty Cookware,32.04,0.3907317073170732,6.047619047619048,Other APAC,110767
434,39.96,65.0,117.0,4.572649572649572,44.0,233.0,sur la table,Specialty Cookware,25.04,0.3852307692307692,5.295454545454546,China,2156982
435,29.95,94.0,2.0,5.0,4.0,14.0,scanpan,Other,64.05,0.6813829787234043,3.5,Other EMEA,3498565
436,249.95,360.0,1.0,4.0,13.0,31.0,le creuset,Specialty Cookware,110.05,0.3056944444444445,2.3846153846153846,France,1606888
437,149.95,165.0,8.0,4.625,7.0,68.0,scanpan,Specialty Cookware,15.050000000000011,0.09121212121212127,9.714285714285714,Other EMEA,890996
438,94.95,136.0,1.0,1.0,3.0,4.0,staub,Specialty Cookware,41.05,0.30183823529411763,1.3333333333333333,France,3843307
439,59.96,120.0,3.0,5.0,18.0,88.0,sur la table,Specialty Cookware,60.04,0.5003333333333333,4.888888888888889,China,648295
440,349.95,349.95,4.0,5.0,7.0,12.0,mauviel,Specialty Cookware,0.0,0.0,1.7142857142857142,France,653089
441,149.95,200.0,4.0,4.5,8.0,73.0,le creuset,Specialty Cookware,50.05000000000001,0.2502500000000001,9.125,France,1607563
442,99.95,99.95,48.0,4.604166666666667,48.0,191.0,"stoughton steel co., inc.",Specialty Cookware,0.0,0.0,3.9791666666666665,USA,1356567
443,59.96,104.95,8.0,5.0,11.0,88.0,all-clad,Other,44.99,0.4286803239637923,8.0,China,1910165
444,44.95,44.95,4.0,5.0,7.0,72.0,emile henry,Kitchen Tools,0.0,0.0,10.285714285714286,France,1953769
445,244.95,306.25,1.0,4.0,3.0,4.0,demeyere,Specialty Cookware,61.30000000000001,0.2001632653061225,1.3333333333333333,Other EMEA,2816791
446,229.95,229.95,1.0,5.0,4.0,12.0,demeyere,Specialty Cookware,0.0,0.0,3.0,Other APAC,298125
447,55.96,79.95,3.0,5.0,9.0,65.0,sur la table,Specialty Cookware,23.99,0.30006253908692937,7.222222222222222,China,1433721
448,69.95,100.0,1.0,5.0,4.0,6.0,staub,Other,30.05,0.3005,1.5,Other APAC,3843208
449,99.96,129.95,4.0,5.0,7.0,53.0,emile henry,Specialty Cookware,29.989999999999995,0.23078106964217004,7.571428571428571,France,1953751
450,99.95,175.0,11.0,4.727272727272728,11.0,90.0,scanpan,Specialty Cookware,75.05,0.4288571428571428,8.181818181818182,Other EMEA,2006336
451,39.95,39.95,3.0,3.6666666666666665,4.0,18.0,lodge,Specialty Cookware,0.0,0.0,4.5,USA,608703
452,49.95,49.95,4.0,4.0,16.0,71.0,sur la table,Kitchen Tools,0.0,0.0,4.4375,China,1005859
453,239.95,300.0,5.0,4.8,13.0,59.0,demeyere,Specialty Cookware,60.05000000000001,0.20016666666666671,4.538461538461538,Other EMEA,1905082
454,44.95,44.95,2.0,5.0,6.0,27.0,emile henry,Specialty Cookware,0.0,0.0,4.5,France,2081552
455,15.0,15.0,18.0,4.055555555555555,3.0,68.0,joseph joseph,Specialty Cookware,0.0,0.0,22.66666666666667,China,3074192
456,20.0,20.0,1.0,5.0,13.0,83.0,nordic ware,Specialty Cookware,0.0,0.0,6.384615384615384,USA,63099
457,169.95,243.0,1.0,5.0,3.0,4.0,scanpan,Specialty Cookware,73.05000000000003,0.3006172839506173,1.3333333333333333,Other EMEA,3497831
458,159.95,229.0,6.0,4.833333333333333,2.0,22.0,staub,Specialty Cookware,69.05000000000001,0.30152838427947604,11.0,France,2818425
459,79.95,90.0,2.0,5.0,2.0,8.0,ozeri,Specialty Cookware,10.049999999999997,0.11166666666666664,4.0,China,4110235
460,29.95,49.99,4.0,5.0,9.0,61.0,breville,Kitchen Tools,20.040000000000006,0.4008801760352071,6.777777777777778,China,682633
461,19.95,19.95,16.0,3.5625,26.0,116.0,sur la table,Specialty Cookware,0.0,0.0,4.461538461538462,Other EMEA,242925
462,36.95,36.95,10.0,3.2,10.0,65.0,sur la table,Specialty Cookware,0.0,0.0,6.5,Other APAC,1408178
463,129.96,179.95,4.0,4.0,7.0,55.0,emile henry,Specialty Cookware,49.98999999999998,0.2777993887190885,7.857142857142858,France,1953744
464,129.95,170.0,3.0,5.0,3.0,11.0,le creuset,Bakeware,40.05000000000001,0.2355882352941177,3.6666666666666665,France,1271089
465,29.95,29.95,9.0,4.777777777777779,10.0,74.0,wabash valley farms inc.,Specialty Cookware,0.0,0.0,7.4,China,7698
466,109.95,109.95,3.0,5.0,3.0,9.0,le creuset,Specialty Cookware,0.0,0.0,3.0,China,3493566
467,109.95,157.0,1.0,5.0,4.0,14.0,staub,Specialty Cookware,47.05,0.2996815286624204,3.5,France,2818441
468,99.95,99.95,1.0,5.0,2.0,13.0,swissmar,Specialty Cookware,0.0,0.0,6.5,China,4637302
469,99.95,99.95,1.0,5.0,8.0,33.0,mauviel,Specialty Cookware,0.0,0.0,4.125,France,1665918
470,89.95,129.0,1.0,2.0,3.0,14.0,staub,Specialty Cookware,39.05,0.3027131782945736,4.666666666666667,France,2817930
471,17.0,17.0,1.0,5.0,3.0,20.0,role,Dining & Home,0.0,0.0,6.666666666666668,China,244301
472,25.0,25.0,22.0,3.6818181818181817,10.0,72.0,sur la table,Other,0.0,0.0,7.2,China,2855849
473,30.0,30.0,4.0,5.0,1.0,25.0,sur la table,Other,0.0,0.0,25.0,China,4139382
474,79.95,79.95,2.0,5.0,2.0,10.0,emile henry,Specialty Cookware,0.0,0.0,5.0,France,2081511
475,59.95,80.0,12.0,4.25,2.0,38.0,all-clad,Specialty Cookware,20.05,0.250625,19.0,China,206151
476,24.95,24.95,5.0,4.2,7.0,48.0,mauviel,Specialty Cookware,0.0,0.0,6.857142857142858,France,1665991
477,21.95,21.95,8.0,4.625,5.0,37.0,"gowanus kitchen lab, llc",Other,0.0,0.0,7.4,Other APAC,3825429
478,20.0,20.0,36.0,4.02777777777778,7.0,93.0,lékué,Other,0.0,0.0,13.285714285714285,China,2645596
479,15.0,15.0,2.0,4.5,1.0,6.0,sur la table,Other,0.0,0.0,6.0,China,4119871
480,51.95,70.0,3.0,5.0,4.0,8.0,le creuset,Specialty Cookware,18.05,0.25785714285714284,2.0,China,2092765
481,16.95,16.95,2.0,5.0,4.0,45.0,oxo,Other,0.0,0.0,11.25,China,1089382
482,49.95,65.0,9.0,4.2222222222222205,2.0,22.0,le creuset,Other,15.049999999999995,0.2315384615384615,11.0,China,2188837
483,20.0,20.0,8.0,3.875,7.0,73.0,kuhn rikon,Other,0.0,0.0,10.428571428571429,China,1482124
484,17.95,17.95,5.0,4.0,4.0,43.0,oxo,Other,0.0,0.0,10.75,China,546408
485,32.95,32.95,1.0,5.0,4.0,6.0,nordic ware,Specialty Cookware,0.0,0.0,1.5,USA,2297570
486,29.56,36.95,17.0,4.705882352941177,6.0,55.0,sur la table,Bakeware,7.390000000000003,0.2000000000000001,9.166666666666666,USA,2349538
487,39.95,60.0,1.0,4.0,2.0,9.0,scanpan,Other,20.05,0.3341666666666666,4.5,Other EMEA,4046744
488,34.95,34.95,5.0,3.8,4.0,60.0,sur la table,Specialty Cookware,0.0,0.0,15.0,China,3565660
489,8.0,8.0,6.0,3.6666666666666665,1.0,49.0,tovolo,Other,0.0,0.0,49.0,China,2645588
490,19.95,19.95,3.0,5.0,2.0,10.0,sur la table,Other,0.0,0.0,5.0,China,4155610
491,9.95,9.95,1.0,5.0,1.0,3.0,sur la table,Other,0.0,0.0,3.0,China,4139069
492,18.95,18.95,2.0,4.5,4.0,24.0,lodge,Specialty Cookware,0.0,0.0,6.0,USA,202788
493,6.95,6.95,1.0,5.0,2.0,34.0,tovolo,Other,0.0,0.0,17.0,China,1774322
494,249.95,335.0,2.0,5.0,3.0,2.0,scanpan,Specialty Cookware,85.05000000000003,0.2538805970149254,0.6666666666666666,Other EMEA,642405
495,12.0,12.0,9.0,2.7777777777777777,2.0,21.0,joseph joseph,Other,0.0,0.0,10.5,China,188065
496,299.95,429.0,2.0,5.0,4.0,19.0,staub,Specialty Cookware,129.05,0.3008158508158508,4.75,France,1203462
497,29.95,51.0,1.0,5.0,2.0,3.0,scanpan,Other,21.05,0.4127450980392157,1.5,Other EMEA,3497930
498,20.0,20.0,5.0,4.8,1.0,21.0,lékué,Other,0.0,0.0,21.0,China,3325214
499,89.95,89.95,1.0,5.0,4.0,23.0,mauviel,Specialty Cookware,0.0,0.0,5.75,France,1665926
500,59.95,85.0,1.0,5.0,3.0,6.0,le creuset,Other,25.05,0.29470588235294115,2.0,Other EMEA,2188803
501,124.95,124.95,2.0,3.0,4.0,12.0,all-clad,Kitchen Tools,0.0,0.0,3.0,China,196694
502,115.0,115.0,5.0,4.0,2.0,23.0,mauviel,Other,0.0,0.0,11.5,France,3555489
503,49.96,54.95,9.0,5.0,4.0,53.0,all-clad,Other,4.990000000000002,0.09080982711555964,13.25,China,3573748
504,8.0,8.0,7.0,5.0,3.0,60.0,imusa,Other,0.0,0.0,20.0,China,3070265
505,34.0,34.0,2.0,5.0,3.0,41.0,sur la table,Bakeware,0.0,0.0,13.666666666666664,USA,2635449
506,20.0,20.0,1.0,5.0,3.0,4.0,silpat,Bakeware,0.0,0.0,1.3333333333333333,China,4469300
507,129.95,225.0,10.0,4.9,6.0,63.0,le creuset,Bakeware,95.05,0.4224444444444445,10.5,Other APAC,2860526
508,84.95,84.95,3.0,5.0,6.0,55.0,emile henry,Roasting Pans,0.0,0.0,9.166666666666666,France,1750595
509,20.0,20.0,1.0,5.0,4.0,25.0,ateco,Bakeware,0.0,0.0,6.25,China,1038
510,9.96,15.0,6.0,4.0,2.0,51.0,sur la table,Bakeware,5.039999999999999,0.336,25.5,USA,3820800
511,34.0,34.0,1.0,5.0,2.0,29.0,sur la table,Bakeware,0.0,0.0,14.5,USA,2586014
512,40.0,40.0,3.0,5.0,2.0,6.0,nordic ware,Bakeware,0.0,0.0,3.0,USA,2296978
513,25.0,25.0,3.0,5.0,1.0,15.0,sur la table,Bakeware,0.0,0.0,15.0,Other APAC,3320389
514,15.96,19.95,4.0,4.0,3.0,53.0,sur la table,Bakeware,3.9899999999999984,0.19999999999999996,17.666666666666668,USA,2349694
515,36.0,36.0,1.0,5.0,1.0,29.0,nordic ware,Bakeware,0.0,0.0,29.0,USA,3975125
516,2.0,2.0,1.0,5.0,1.0,10.0,ann clark ltd,Bakeware,0.0,0.0,10.0,USA,2221547
517,23.0,23.0,1.0,5.0,2.0,6.0,usa pan,Bakeware,0.0,0.0,3.0,USA,2817484
518,15.0,15.0,3.0,3.0,2.0,9.0,nordic ware,Bakeware,0.0,0.0,4.5,USA,2820454
519,23.96,29.95,3.0,3.6666666666666665,5.0,29.0,sur la table,Bakeware,5.9899999999999975,0.2,5.8,USA,3829918
520,37.0,37.0,1.0,5.0,1.0,2.0,usa pan,Kitchen Tools,0.0,0.0,2.0,USA,2817401
521,27.96,34.95,1.0,5.0,4.0,61.0,sur la table,Bakeware,6.990000000000002,0.20000000000000004,15.25,USA,3829884
522,8.0,8.0,2.0,5.0,1.0,19.0,nordic ware,Bakeware,0.0,0.0,19.0,USA,2857548
523,49.95,60.0,6.0,5.0,2.0,56.0,sur la table,Bakeware,10.049999999999997,0.16749999999999995,28.0,USA,2202539
524,40.0,40.0,3.0,5.0,5.0,44.0,sur la table,Bakers & Casseroles,0.0,0.0,8.8,USA,2585941
525,18.96,24.0,1.0,5.0,1.0,9.0,sur la table,Bakeware,5.039999999999999,0.21,9.0,USA,3829777
526,12.0,12.0,2.0,5.0,3.0,48.0,sur la table,Bakeware,0.0,0.0,16.0,China,2748077
527,24.0,24.0,2.0,5.0,1.0,14.0,usa pan,Bakeware,0.0,0.0,14.0,USA,3982576
528,29.56,36.95,1.0,5.0,3.0,15.0,sur la table,Bakeware,7.390000000000003,0.2000000000000001,5.0,USA,2349660
529,29.95,29.95,14.0,3.3571428571428568,7.0,70.0,oxo,Bakeware,0.0,0.0,10.0,China,1221944
530,14.0,14.0,2.0,4.5,2.0,9.0,usa pan,Bakeware,0.0,0.0,4.5,USA,2816999
531,13.0,13.0,8.0,4.25,4.0,60.0,sur la table,Bakeware,0.0,0.0,15.0,Other APAC,2131258
532,10.0,10.0,2.0,4.5,2.0,37.0,sur la table,Bakeware,0.0,0.0,18.5,China,2696763
533,10.0,10.0,2.0,3.0,1.0,13.0,usa pan,Bakeware,0.0,0.0,13.0,China,3982477
534,9.56,12.0,3.0,3.6666666666666665,2.0,7.0,sur la table,Bakeware,2.4399999999999995,0.20333333333333328,3.5,USA,3829785
535,17.56,22.0,1.0,5.0,3.0,6.0,sur la table,Bakeware,4.440000000000001,0.20181818181818187,2.0,USA,3829892
536,12.0,12.0,2.0,5.0,1.0,16.0,nordic ware,Bakeware,0.0,0.0,16.0,USA,2820439
537,79.96,99.95,3.0,3.6666666666666665,5.0,27.0,emile henry,Bakeware,19.990000000000013,0.2000000000000001,5.4,France,1953827
538,13.56,16.95,14.0,4.928571428571429,8.0,68.0,sur la table,Bakeware,3.389999999999999,0.19999999999999996,8.5,USA,2349546
539,99.96,129.95,10.0,4.7,11.0,60.0,emile henry,Bakeware,29.989999999999995,0.23078106964217004,5.454545454545454,France,3618444
540,50.0,50.0,3.0,3.6666666666666665,1.0,9.0,usa pan,Bakeware,0.0,0.0,9.0,USA,2817575
541,32.0,32.0,4.0,5.0,4.0,33.0,sur la table,Bakeware,0.0,0.0,8.25,USA,2202547
542,13.0,13.0,6.0,2.333333333333333,1.0,18.0,zenker,Bakeware,0.0,0.0,18.0,Germany,2341402
543,13.56,16.95,6.0,4.833333333333333,6.0,67.0,sur la table,Bakeware,3.389999999999999,0.19999999999999996,11.166666666666664,USA,2349595
544,14.36,18.0,2.0,5.0,2.0,11.0,sur la table,Bakeware,3.640000000000001,0.20222222222222225,5.5,USA,3829868
545,11.16,14.0,1.0,5.0,1.0,9.0,sur la table,Bakeware,2.84,0.20285714285714285,9.0,USA,3829793
546,26.95,26.95,6.0,4.666666666666667,5.0,60.0,demarle,Bakeware,0.0,0.0,12.0,France,2106516
547,15.0,15.0,2.0,5.0,5.0,15.0,silpat,Bakeware,0.0,0.0,3.0,France,3719176
548,14.95,14.95,4.0,5.0,4.0,47.0,nordic ware,Bakeware,0.0,0.0,11.75,China,2800902
549,11.96,16.95,3.0,5.0,3.0,56.0,sur la table,Bakeware,4.989999999999998,0.2943952802359881,18.666666666666668,USA,2349603
550,8.0,8.0,2.0,4.5,4.0,19.0,wilton,Bakeware,0.0,0.0,4.75,China,3020674
551,36.0,36.0,7.0,4.857142857142857,2.0,52.0,nordic ware,Bakeware,0.0,0.0,26.0,USA,3623634
552,15.96,19.95,2.0,1.5,2.0,7.0,sur la table,Bakeware,3.9899999999999984,0.19999999999999996,3.5,USA,3820784
553,20.0,20.0,1.0,4.0,1.0,5.0,usa pan,Bakeware,0.0,0.0,5.0,USA,2817187
554,54.95,54.95,2.0,5.0,2.0,22.0,lodge,Bakeware,0.0,0.0,11.0,USA,1901040
555,14.0,14.0,1.0,5.0,2.0,8.0,usa pan,Kitchen Tools,0.0,0.0,4.0,USA,2817021
556,24.0,24.0,3.0,3.6666666666666665,1.0,16.0,sur la table,Bakeware,0.0,0.0,16.0,USA,2202554
557,11.96,15.0,2.0,5.0,3.0,29.0,sur la table,Bakeware,3.0399999999999987,0.2026666666666666,9.666666666666666,USA,3820792
558,4.0,4.0,1.0,5.0,11.0,44.0,gobel,Bakeware,0.0,0.0,4.0,France,7314
559,29.95,29.95,3.0,4.666666666666667,3.0,17.0,nordic ware,Bakeware,0.0,0.0,5.666666666666668,USA,3975158
560,15.0,15.0,21.0,4.809523809523808,8.0,92.0,sur la table,Bakeware,0.0,0.0,11.5,China,2131266
561,2.0,2.0,1.0,5.0,1.0,26.0,ann clark,Bakeware,0.0,0.0,26.0,USA,2579803
562,22.5,22.5,1.0,5.0,4.0,5.0,nordic ware,Bakeware,0.0,0.0,1.25,USA,2297091
563,29.95,29.95,2.0,5.0,1.0,23.0,nordic ware,Bakeware,0.0,0.0,23.0,USA,3975141
564,26.95,26.95,1.0,5.0,2.0,16.0,silpat,Bakeware,0.0,0.0,8.0,France,4512547
565,10.0,10.0,3.0,3.333333333333333,5.0,37.0,sur la table,Bakeware,0.0,0.0,7.4,China,2034700
566,19.0,19.0,1.0,5.0,1.0,6.0,usa pan,Bakeware,0.0,0.0,6.0,USA,2817138
567,23.0,23.0,1.0,5.0,1.0,4.0,usa pan,Bakeware,0.0,0.0,4.0,USA,2817443
568,15.0,15.0,2.0,5.0,2.0,15.0,usa pan,Bakeware,0.0,0.0,7.5,USA,2816908
569,24.0,24.0,1.0,5.0,1.0,4.0,usa pan,Bakeware,0.0,0.0,4.0,USA,2817518
570,99.96,129.95,6.0,4.333333333333333,9.0,53.0,emile henry,Bakeware,29.989999999999995,0.23078106964217004,5.888888888888888,France,1953819
571,32.0,32.0,7.0,4.142857142857143,2.0,48.0,sur la table,Bakeware,0.0,0.0,24.0,USA,1724467
572,11.96,21.95,1.0,5.0,1.0,12.0,nordic ware,Bakeware,9.989999999999998,0.4551252847380409,12.0,USA,3231065
573,39.95,39.95,4.0,5.0,1.0,35.0,nordic ware,Bakeware,0.0,0.0,35.0,USA,2748069
574,26.95,26.95,7.0,5.0,5.0,46.0,demarle,Bakeware,0.0,0.0,9.2,France,2106243
575,29.95,29.95,1.0,4.0,1.0,5.0,emile henry,Bakers & Casseroles,0.0,0.0,5.0,France,3659844
576,20.0,20.0,1.0,5.0,1.0,12.0,usa pan,Bakeware,0.0,0.0,12.0,USA,2816924
577,26.95,26.95,2.0,5.0,7.0,58.0,demarle,Bakeware,0.0,0.0,8.285714285714286,France,1357037
578,21.56,26.95,5.0,4.6,5.0,42.0,sur la table,Bakeware,5.3900000000000015,0.20000000000000004,8.4,USA,2349561
579,25.0,25.0,2.0,5.0,2.0,15.0,usa pan,Bakeware,0.0,0.0,7.5,USA,2816940
580,12.0,12.0,8.0,4.125,5.0,56.0,sur la table,Bakeware,0.0,0.0,11.2,China,2212397
581,12.0,12.0,1.0,5.0,2.0,13.0,usa pan,Bakeware,0.0,0.0,6.5,China,3982493
582,19.0,19.0,4.0,5.0,1.0,9.0,usa pan,Bakeware,0.0,0.0,9.0,USA,2975985
583,36.95,36.95,1.0,5.0,3.0,28.0,nordic ware,Bakeware,0.0,0.0,9.333333333333334,USA,2749943
584,64.95,86.0,18.0,4.666666666666667,10.0,76.0,sur la table,Bakeware,21.05,0.2447674418604651,7.6,USA,1748680
585,15.0,15.0,2.0,5.0,4.0,55.0,lékué,Bakeware,0.0,0.0,13.75,Other EMEA,1289677
586,17.5,17.5,1.0,5.0,1.0,8.0,nordic ware,Bakeware,0.0,0.0,8.0,USA,2297083
587,23.0,23.0,1.0,5.0,2.0,8.0,usa pan,Bakeware,0.0,0.0,4.0,USA,2817435
588,3.99,15.0,6.0,5.0,6.0,65.0,sur la table,Bakeware,11.01,0.7340000000000001,10.833333333333336,China,3558624
589,4.76,6.0,2.0,5.0,3.0,15.0,sur la table,Bakeware,1.2400000000000002,0.2066666666666667,5.0,USA,3829900
590,99.95,165.0,5.0,4.2,3.0,27.0,all-clad,Bakeware,65.05,0.3942424242424242,9.0,USA,2574655
591,26.95,26.95,9.0,5.0,14.0,71.0,demarle,Bakeware,0.0,0.0,5.071428571428571,France,123422
592,2.0,2.0,1.0,5.0,2.0,13.0,ann clark ltd,Bakeware,0.0,0.0,6.5,USA,3558681
593,36.95,36.95,6.0,5.0,3.0,31.0,nordic ware,Kitchen Tools,0.0,0.0,10.333333333333334,USA,2296952
594,13.0,13.0,20.0,4.75,9.0,75.0,oxo,Kitchen Tools,0.0,0.0,8.333333333333334,China,1263276
595,26.0,26.0,1.0,5.0,1.0,3.0,rosle,Bakeware,0.0,0.0,3.0,China,195268
596,99.95,170.0,3.0,5.0,4.0,54.0,all-clad,Kitchen Tools,70.05,0.41205882352941176,13.5,China,2171478
597,34.95,34.95,4.0,5.0,6.0,67.0,sur la table,Kitchen Tools,0.0,0.0,11.166666666666664,China,3332574
598,40.0,40.0,1.0,5.0,1.0,4.0,mason cash,Kitchen Tools,0.0,0.0,4.0,Other EMEA,3842804
599,49.95,49.95,1.0,5.0,2.0,27.0,le creuset,Bakeware,0.0,0.0,13.5,China,2083244
600,6.95,6.95,6.0,4.833333333333333,4.0,66.0,oxo,Kitchen Tools,0.0,0.0,16.5,China,150581
601,10.0,10.0,11.0,4.181818181818182,2.0,56.0,sur la table,Bakeware,0.0,0.0,28.0,China,2579969
602,15.0,15.0,2.0,5.0,1.0,7.0,oxo,Bakeware,0.0,0.0,7.0,China,4472411
603,8.0,8.0,2.0,4.0,1.0,11.0,wilton,Bakeware,0.0,0.0,11.0,China,1776285
604,14.95,14.95,6.0,5.0,3.0,27.0,baked by fireking,Bakeware,0.0,0.0,9.0,USA,2455921
605,19.95,19.95,1.0,5.0,1.0,6.0,tovolo,Kitchen Tools,0.0,0.0,6.0,China,3332889
606,39.0,39.0,8.0,5.0,4.0,27.0,mason cash,Kitchen Tools,0.0,0.0,6.75,Other EMEA,3842713
607,4.95,4.95,5.0,4.2,3.0,44.0,paperchef,Bakeware,0.0,0.0,14.666666666666664,France,1836352
608,30.0,30.0,1.0,5.0,4.0,33.0,sur la table,Kitchen Tools,0.0,0.0,8.25,China,2040053
609,19.95,19.95,4.0,4.25,5.0,61.0,oxo,Kitchen Tools,0.0,0.0,12.2,China,1678754
610,25.0,25.0,3.0,4.0,4.0,23.0,all-clad,Kitchen Tools,0.0,0.0,5.75,China,3501137
611,9.95,9.95,4.0,5.0,2.0,27.0,wilton,Bakeware,0.0,0.0,13.5,China,1053800
612,12.0,12.0,10.0,4.5,10.0,63.0,sur la table,Kitchen Tools,0.0,0.0,6.3,China,2566172
613,6.0,6.0,3.0,5.0,2.0,43.0,paperchef,Bakeware,0.0,0.0,21.5,France,2909547
614,15.0,15.0,1.0,5.0,2.0,19.0,sur la table,Food,0.0,0.0,9.5,India,1603786
615,10.0,10.0,18.0,4.9444444444444455,7.0,61.0,sur la table,Bakeware,0.0,0.0,8.714285714285714,China,289637
616,4.95,4.95,6.0,4.833333333333333,2.0,58.0,fox run,Bakeware,0.0,0.0,29.0,China,1197342
617,4.95,4.95,1.0,5.0,4.0,13.0,paperchef,Bakeware,0.0,0.0,3.25,Other Americas,3076528
618,14.95,14.95,5.0,4.4,3.0,55.0,sur la table,Kitchen Tools,0.0,0.0,18.33333333333333,China,3332632
619,13.0,13.0,3.0,4.666666666666667,4.0,54.0,sur la table,Kitchen Tools,0.0,0.0,13.5,China,2034908
620,34.95,34.95,8.0,5.0,11.0,67.0,sur la table,Kitchen Tools,0.0,0.0,6.090909090909091,China,2857803
621,40.0,40.0,1.0,5.0,2.0,4.0,mason cash,Kitchen Tools,0.0,0.0,2.0,Other EMEA,3842762
622,39.95,53.65,37.0,4.891891891891891,19.0,94.0,duralex,Kitchen Tools,13.699999999999996,0.2553588070829449,4.947368421052632,France,192822
623,34.99,70.0,5.0,5.0,5.0,78.0,sur la table,Kitchen Tools,35.01,0.5001428571428571,15.6,China,3325982
624,3.99,6.0,1.0,5.0,2.0,10.0,sur la table,Bakeware,2.01,0.335,5.0,USA,2747905
625,10.0,10.0,7.0,4.857142857142857,3.0,51.0,le creuset,Bakeware,0.0,0.0,17.0,China,651885
626,8.95,8.95,7.0,5.0,3.0,54.0,sur la table,Kitchen Tools,0.0,0.0,18.0,China,3664828
627,6.0,6.0,2.0,4.0,1.0,8.0,sur la table,Kitchen Tools,0.0,0.0,8.0,China,2034932
628,4.95,4.95,1.0,5.0,2.0,32.0,baked by fireking,Kitchen Tools,0.0,0.0,16.0,USA,2748119
629,16.95,16.95,5.0,4.4,1.0,50.0,sur la table,Kitchen Tools,0.0,0.0,50.0,China,3332616
630,19.95,30.0,1.0,5.0,1.0,26.0,staub,Kitchen Tools,10.05,0.335,26.0,China,1909605
631,8.96,15.0,2.0,3.5,2.0,17.0,sur la table,Bakeware,6.039999999999999,0.4026666666666666,8.5,China,3235272
632,4.95,4.95,6.0,3.6666666666666665,1.0,11.0,sur la table,Kitchen Tools,0.0,0.0,11.0,China,3332640
633,9.95,9.95,5.0,5.0,1.0,35.0,oxo,Bakeware,0.0,0.0,35.0,China,1678911
634,15.95,15.95,1.0,5.0,1.0,8.0,le creuset,Bakeware,0.0,0.0,8.0,China,3975919
635,7.95,7.95,5.0,3.8,3.0,39.0,sur la table,Bakeware,0.0,0.0,13.0,China,1016906
636,25.0,25.0,6.0,5.0,13.0,87.0,sur la table,Kitchen Tools,0.0,0.0,6.6923076923076925,China,1432392
637,29.96,44.95,30.0,4.833333333333333,6.0,59.0,emile henry,Bakeware,14.990000000000002,0.3334816462736374,9.833333333333334,France,1953587
638,34.95,34.95,1.0,5.0,3.0,6.0,emile henry,Bakeware,0.0,0.0,2.0,France,3842028
639,49.95,49.95,14.0,5.0,7.0,82.0,sur la table,Kitchen Tools,0.0,0.0,11.714285714285715,China,3332582
640,46.0,46.0,1.0,5.0,3.0,8.0,mason cash,Kitchen Tools,0.0,0.0,2.6666666666666665,Other EMEA,3842838
641,1.95,1.95,37.0,4.837837837837838,14.0,87.0,duralex,Kitchen Tools,0.0,0.0,6.2142857142857135,France,192823
642,29.95,45.0,12.0,4.083333333333333,3.0,66.0,staub,Bakeware,15.05,0.33444444444444443,22.0,China,1907971
643,45.0,45.0,1.0,5.0,2.0,6.0,verve culture,Outdoor,0.0,0.0,3.0,Other Americas,4638110
644,40.0,40.0,2.0,3.0,1.0,23.0,nordic ware,Kitchen Tools,0.0,0.0,23.0,USA,2296960
645,19.0,19.0,3.0,4.333333333333333,2.0,32.0,pyrex,Kitchen Tools,0.0,0.0,16.0,USA,2188431
646,29.96,49.95,3.0,4.0,3.0,34.0,emile henry,Bakeware,19.99,0.4002002002002002,11.333333333333336,France,3660107
647,19.95,19.95,1.0,1.0,3.0,39.0,progressive,Kitchen Tools,0.0,0.0,13.0,China,1488345
648,99.96,189.95,9.0,5.0,10.0,74.0,mauviel,Kitchen Tools,89.99,0.4737562516451698,7.4,France,651299
649,69.95,69.95,1.0,5.0,2.0,4.0,revol,Bakeware,0.0,0.0,2.0,France,3658978
650,8.96,15.0,6.0,4.333333333333333,5.0,49.0,sur la table,Bakeware,6.039999999999999,0.4026666666666666,9.8,China,2509750
651,20.0,20.0,11.0,4.727272727272728,6.0,68.0,oxo,Kitchen Tools,0.0,0.0,11.333333333333336,China,2093276
652,12.95,12.95,1.0,5.0,3.0,54.0,ateco,Kitchen Tools,0.0,0.0,18.0,China,610923
653,50.0,50.0,11.0,4.818181818181818,5.0,63.0,sur la table,Kitchen Tools,0.0,0.0,12.6,China,2566180
654,6.0,6.0,2.0,5.0,3.0,25.0,sur la table,Kitchen Tools,0.0,0.0,8.333333333333334,China,2566123
655,46.0,46.0,2.0,5.0,2.0,10.0,mason cash,Kitchen Tools,0.0,0.0,5.0,Other EMEA,3842861
656,39.95,39.95,3.0,5.0,1.0,21.0,emile henry,Bakeware,0.0,0.0,21.0,France,2582740
657,17.95,17.95,5.0,4.8,5.0,38.0,emile henry,Bakeware,0.0,0.0,7.6,France,3562766
658,19.95,19.95,2.0,3.0,2.0,6.0,taylor,Kitchen Tools,0.0,0.0,3.0,China,993634
659,10.0,10.0,3.0,5.0,3.0,37.0,anchor hocking,Kitchen Tools,0.0,0.0,12.333333333333336,China,2752558
